Sentence,Source,SourceType
"Collins returned into Hertfordshire soon after it had been quitted by the Gardiners and Jane; but, as he took up his abode with the Lucases, his arrival was no great inconvenience to Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet s eyes sparkled.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In revolving Lady Catherine s expressions, however, she could not help feeling some uneasiness as to the possible consequence of her persisting in this interference.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am afraid he has been very imprudent, and has deserved to lose Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The invitation was accepted, of course, and at a proper hour they joined the party in Lady Catherine s drawing-room.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I thought I understood from the Gardiners that you had. Yes; he introduced us to his sister. And do you like her? Very much. I have heard, indeed, that she is uncommonly improved within this year or two.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The two ladies were delighted to see their dear friend again, called it an age since they had met, and repeatedly asked what she had been doing with herself since their separation.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They look upon it quite as their own, I dare say, whenever that happens. It was a subject which they could not mention before me. No; it would have been strange if they had.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet himself, while his wife seriously commended Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
What congratulations will then flow in!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"That they should marry, small as is their chance of happiness, and wretched as is his character, we are forced to rejoice!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The suspicions which had just arisen of Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy came so often to the Parsonage it was more difficult to understand.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"About a month, said Elizabeth; and then, unwilling to let the subject drop, added, he is a man of very large property in Derbyshire, I understand. Yes, replied Wickham; his estate there is a noble one.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He is a pleasant fellow, and would jilt you creditably. Thank you, sir, but a less agreeable man would satisfy me.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"And they are really to be married! cried Elizabeth, as soon as they were by themselves.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"As the day of his arrival drew near,-- I begin to be sorry that he comes at all, said Jane to her sister.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Where does discretion end, and avarice begin?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy; the latter of whom, however, could not be prevailed on to join in their censure of _her_, in spite of all Miss Bingley s witticisms on _fine eyes_.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"What say you, Mary?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It had not been very great; he had lost every point; but when Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet had to wait for their carriage a quarter of an hour after everybody else was gone, which gave them time to see how heartily they were wished away by some of the family.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy is engaged to _my daughter_.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He has children of his own, and may have more.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Hurst and Miss Bingley; and Elizabeth was convinced that they held her in contempt for it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner about this time reminded Elizabeth of her promise concerning that gentleman, and required information; and Elizabeth had such to send as might rather give contentment to her aunt than to herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He did everything best in the world; and she was sure he would kill more birds on the first of September than anybody else in the country.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But it is so strange! Yes, _that_ is what makes it amusing.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Hurst began again,-- I have an excessive regard for Jane Bennet,--she is really a very sweet girl,--and I wish with all my heart she were well settled.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"As her successor in that house, she regarded her with jealous abhorrence.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy had much better finish his letter. Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But with Miss Austen the myriad, trivial, unforced strokes build up the picture like magic.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But she would not allow herself to stay with her sister, or say half that remained to be said, for the present.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet joined them at supper, his voice and manner plainly showed how really happy he was.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It would be such a delicious scheme, and I dare say would hardly cost anything at all.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But to be candid without ostentation or design,--to take the good of everybody s character and make it still better, and say nothing of the bad,--belongs to you alone.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Wickham immediately to Elizabeth s mind; and, from the observation of the day altogether, she believed Lady Catherine to be exactly what he had represented.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Collins in time. The situation of affairs in the Longbourn family could not be long a secret.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It became her turn to listen.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I believe him to be Lady Catherine s _nephew_.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“One good thing about music, when it hits you, you feel no pain.”",http://quotes.toscrape.com/page/3/,quote
"Darcy s explanation, by restoring Bingley to all her former good opinion, heightened the sense of what Jane had lost.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I told you the other day of his infamous behaviour to Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"A regard for the requester would often make one readily yield to a request, without waiting for arguments to reason one into it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I cannot think so very ill of Wickham.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Those that best pleased her, as placing his conduct in the noblest light, seemed most improbable.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He looked surprised, displeased, alarmed; but, with a moment s recollection, and a returning smile, replied, that he had formerly seen him often; and, after observing that he was a very gentlemanlike man, asked her how she had liked him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"How thankful am I, that we never let them know what has been said against him; we must forget it ourselves.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My father and mother believe the worst, but I cannot think so ill of him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It is not of peculiar, but of general evils, which I am now complaining.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Your idea of the ponies is delightful.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I knew nothing at all of Lady Catherine s connections.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, by talking in this way?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Why was he to be the judge? You are rather disposed to call his interference officious? I do not see what right Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Why should _he_ have it more than anybody else? I leave it to yourself to determine, said Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The insipidity, and yet the noise--the nothingness, and yet the self-importance, of all these people!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Only let me assure you, my dear Miss Elizabeth, that I can from my heart most cordially wish you equal felicity in marriage.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet was quite disconcerted.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"[Illustration] Instead of receiving any such letter of excuse from his friend, as Elizabeth half expected Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Jane should therefore make the most of every half hour in which she can command his attention.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He is nothing to us, you know, and I am sure I never want to see him again.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Jane was beyond competition her favourite child.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You are to understand, Miss Bennet, that I came here with the determined resolution of carrying my purpose; nor will I be dissuaded from it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Reynolds could interest her on no other point.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I cannot boast of knowing more than half-a-dozen in the whole range of my acquaintance that are really accomplished. Nor I, I am sure, said Miss Bingley.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Kitty and Lydia take his defection much more to heart than I do.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley, cried his wife.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I shall not go away till you have given me the assurance I require. And I certainly _never_ shall give it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The distance is nothing, when one has a motive; only three miles.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"His letter was soon despatched; for though dilatory in undertaking business, he was quick in its execution.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Let me take it in the best light, in the light in which it may be understood. Elizabeth could not oppose such a wish; and from this time Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
“You don’t forget the face of the person who was your last hope.”,http://quotes.toscrape.com/page/7/,quote
"Bennet, impossible, when I am not acquainted with him myself; how can you be so teasing? I honour your circumspection.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"How it could occur a second time, therefore, was very odd!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
